9.203458362683571981e-01,8.743597182705388215e-01,8.751659582028278317e-01,8.786400866765031736e-01,8.541186807938067060e-01,8.570559515422714325e-01,9.573337619662860565e-01,9.064822469668261107e-01,9.012027549146590655e-01,9.080100100649542982e-01,9.056404864015806799e-01,8.975013288107418497e-01,8.728055957560983957e-01,8.731791846686737246e-01,8.648471046640414661e-01,8.477020713818359532e-01,8.657418629596278503e-01,8.569441574045451038e-01
8.938901241441240542e-01,8.871013545334383021e-01,8.839699437161928630e-01,8.785067119765823662e-01,8.696216006255764741e-01,8.524591708642396126e-01,9.537260537299395713e-01,9.101569519077771231e-01,9.143045742001882914e-01,8.946554769014125608e-01,8.978474060611114638e-01,8.934127185902781543e-01,8.782471008911005850e-01,8.733826282516587991e-01,8.699423331367068801e-01,8.614070002656790681e-01,8.560622195807233714e-01,8.430923032039810971e-01
9.220651453565079647e-01,8.897263782164421819e-01,8.809628474733737225e-01,8.844189507513189330e-01,8.550380199312284102e-01,8.618935915810366222e-01,9.636752174368165003e-01,9.162497759581681445e-01,9.041934947552286994e-01,9.043021646660021062e-01,8.957975187723000721e-01,9.000764626754876874e-01,8.801677134316834294e-01,8.588475432671932586e-01,8.513591844376239282e-01,8.504414774852957493e-01,8.618138682978673248e-01,8.493741319555765390e-01
9.123820474190338370e-01,8.927354268025994299e-01,8.846854979480130998e-01,8.750132331511416561e-01,8.711494231916687703e-01,8.511549478017964576e-01,9.584766361959705661e-01,9.165515955247781621e-01,9.108123915439357843e-01,8.928202126459834354e-01,8.911153586471757260e-01,8.908292433030314816e-01,8.906587154442974219e-01,8.761965928104091805e-01,8.666045078356102715e-01,8.550722276929358934e-01,8.610732385668636857e-01,8.426416087746566586e-01
9.124552057471471134e-01,8.705082505560124417e-01,8.754367449985287486e-01,8.836699206674523133e-01,8.564962439275766171e-01,8.732386375458146555e-01,9.580197812969393212e-01,9.257313356770858759e-01,9.029207059197750240e-01,8.979562876262205950e-01,8.994535714748699284e-01,8.920855748336868896e-01,8.875343340968632200e-01,8.686809845590425239e-01,8.490368419015339452e-01,8.522401103152993374e-01,8.579259249871610260e-01,8.566575802775640014e-01
9.030401118959777707e-01,8.851606734429037227e-01,8.785936843335163671e-01,8.777760325280692388e-01,8.683113564745716939e-01,8.504697092723007001e-01,9.503849018353808242e-01,9.311550944670106134e-01,9.173949033377294393e-01,8.909001597929679939e-01,8.935300073811225374e-01,8.886085534888891191e-01,8.900013271920612645e-01,8.736506087302687851e-01,8.695324291780222037e-01,8.704749735781273090e-01,8.386224723283749460e-01,8.471008045454765378e-01
9.166455937998581049e-01,8.747497672342645636e-01,8.807028900004071348e-01,8.950401232449325395e-01,8.582658521106222294e-01,8.619038082919552313e-01,9.530116599659974597e-01,9.101287274009298711e-01,9.069576276654336411e-01,8.964555859881383482e-01,9.154098366664356057e-01,8.929649809666271310e-01,8.738593943948729237e-01,8.604144794763047832e-01,8.504765208154645428e-01,8.564168195490216018e-01,8.676663619505400327e-01,8.476517290142928651e-01
9.034228782244120293e-01,8.869173059406176840e-01,8.819581459982435145e-01,8.803644222268607322e-01,8.608094238435984868e-01,8.603238821823105953e-01,9.511690088241333552e-01,9.146138542636741420e-01,9.123314134719763269e-01,8.867112257073063164e-01,9.032884528130186164e-01,8.911038677098441774e-01,8.791871120694705333e-01,8.792442432939595598e-01,8.509032713980773099e-01,8.571401839489901642e-01,8.569869468444125671e-01,8.307540396828152485e-01
9.107774012467692026e-01,8.823587492583083725e-01,8.768740057236036334e-01,8.871036644239367330e-01,8.463691378142574884e-01,8.455529444484776169e-01,9.610327823980940876e-01,9.136393299230450848e-01,9.027876452675288599e-01,8.982691448253332656e-01,9.020415217547681497e-01,8.948000294416429412e-01,8.824691593372643306e-01,8.677747031348004292e-01,8.686052747737376123e-01,8.518504222163513218e-01,8.533043205216380711e-01,8.511816387858822663e-01
9.086043323652003290e-01,8.824965776232170933e-01,8.778099811143462716e-01,8.801227411797059030e-01,8.578920397618157168e-01,8.398021331987641780e-01,9.436897131853673182e-01,9.349645723651727192e-01,9.149966659437427374e-01,8.975527526419526669e-01,9.019726511948588099e-01,8.943645447995298703e-01,8.843197815957729579e-01,8.717632158119381636e-01,8.777968446827213445e-01,8.577533594403127237e-01,8.402276225131474208e-01,8.489333973967407854e-01
9.132290321673162126e-01,8.860886178603231134e-01,8.693843226900763721e-01,8.875517364893495964e-01,8.638493920463828912e-01,8.595779537065241227e-01,9.601927550100443076e-01,9.163400293726544632e-01,9.085200112103050119e-01,9.017460917563594469e-01,8.960606943326360208e-01,9.023956387442869653e-01,8.754763570420092123e-01,8.655622357983323578e-01,8.545121227931459229e-01,8.566561036856435996e-01,8.611710077653882411e-01,8.546285325176586900e-01
9.020225948976600128e-01,8.877330963344736148e-01,8.694091741355820524e-01,8.810451922554544124e-01,8.651634254377494893e-01,8.586031760738602747e-01,9.449825402538348795e-01,9.264317789976553863e-01,9.116534059338341489e-01,8.984230478348932403e-01,8.927874490896234860e-01,9.022080435415813504e-01,8.790300403475124202e-01,8.705480827962724932e-01,8.550067953779723062e-01,8.596987164560345729e-01,8.495714220735783861e-01,8.519821331146230081e-01
9.114869417032566146e-01,8.717723190837812774e-01,8.623875838063358445e-01,8.967263081410127290e-01,8.541376962005637896e-01,8.597414725032881400e-01,9.594233520065972298e-01,9.163415961037055801e-01,8.982097412659214575e-01,9.063615593835184781e-01,8.987949985172616341e-01,9.007360728489575141e-01,8.763907797922546594e-01,8.700173235877616262e-01,8.533646424998553304e-01,8.513799710945016974e-01,8.532118377081546745e-01,8.583104525512496030e-01
9.064503590794953380e-01,8.857998854423937418e-01,8.744767416790383274e-01,8.788123157546831044e-01,8.778449479893855045e-01,8.473024446645562868e-01,9.494143295412647010e-01,9.216237043772920190e-01,9.186755855510749802e-01,8.968036260764418177e-01,8.922216177129503878e-01,8.932049639491410620e-01,8.898618393140904637e-01,8.744544958155554548e-01,8.646564727028080988e-01,8.687277799179804472e-01,8.459504362187602045e-01,8.480987686018243155e-01
9.207383191406157685e-01,8.850977260543252401e-01,8.739502417429358960e-01,8.818685763118861987e-01,8.447911129006371311e-01,8.681726489772539912e-01,9.632806086179123151e-01,9.130929774990846903e-01,9.014887294505519177e-01,9.096545774242857929e-01,9.102177043218229180e-01,9.077776349731830896e-01,8.655343777518016424e-01,8.671588874250353296e-01,8.571856992452514534e-01,8.487035975001423482e-01,8.645928097561544901e-01,8.583344925941941428e-01
9.179505904829894369e-01,8.866497573552276634e-01,8.834157874958912249e-01,8.767551990230254555e-01,8.543028358453529369e-01,8.562776367095270569e-01,9.570607227048922860e-01,9.153996304004559104e-01,9.030665137252281705e-01,9.032650591251132344e-01,8.914316365717865898e-01,8.850487515555196527e-01,8.825429581652386446e-01,8.733554340825659956e-01,8.677278367143232973e-01,8.538906274466167012e-01,8.575263279432838726e-01,8.562172087814510224e-01
9.125545241438782762e-01,8.789502517078681132e-01,8.729519852776612687e-01,8.919826717815247941e-01,8.597385865468095689e-01,8.621960475229386578e-01,9.554684982770623725e-01,9.226274524685638134e-01,9.064572889344585382e-01,9.028623202378154300e-01,9.068577705894136365e-01,9.007495520049180193e-01,8.772144333004138206e-01,8.602752453169739688e-01,8.517001717771873759e-01,8.571168740053007884e-01,8.494663984398250767e-01,8.545617034920477417e-01
9.081198597954397433e-01,8.864717706132555497e-01,8.869593434568998624e-01,8.839303526242830999e-01,8.684974060860877199e-01,8.553748740097776304e-01,9.532441592347921100e-01,9.256103370496621130e-01,9.159901232070359889e-01,8.971109171821792794e-01,8.911378892251100581e-01,8.913457507044106887e-01,8.841702781285133428e-01,8.679603569363922855e-01,8.529740583731766357e-01,8.603260912327482801e-01,8.471655226315021325e-01,8.449738851679740037e-01
9.171807850615353308e-01,8.746911036310157650e-01,8.781430693732845683e-01,9.015675194057017894e-01,8.553959243587330175e-01,8.768197008458042951e-01,9.620541779245382896e-01,9.170968666910466194e-01,9.121771683994144286e-01,9.085510542016796975e-01,9.059611634345271503e-01,8.903986260586487234e-01,8.798109075023834436e-01,8.587675165699799607e-01,8.352727309550634915e-01,8.431617072091969201e-01,8.548917669356370652e-01,8.624087438971255182e-01
9.118422151607596948e-01,8.917756135567793674e-01,8.892109817244649994e-01,8.790830988882261110e-01,8.743398362154261028e-01,8.550029028491420435e-01,9.521766696645910244e-01,9.243102408245138513e-01,9.251437531761123045e-01,9.021491550978615326e-01,8.998381167047826423e-01,8.879265763730876948e-01,8.858177924415506777e-01,8.688062991627820697e-01,8.608315528087175927e-01,8.664287013287941264e-01,8.452027021853643074e-01,8.587952078234126763e-01
9.088205866504308617e-01,8.847171580349447728e-01,8.753020935791492319e-01,8.908075072918669735e-01,8.488751976509036901e-01,8.709294779287435340e-01,9.646136391084012551e-01,9.199979436632533814e-01,9.068316410833852093e-01,9.007761303810004616e-01,9.085392872214809179e-01,9.033258279343263641e-01,8.747188779296248828e-01,8.651777666247408849e-01,8.541567332197049778e-01,8.481898869789068485e-01,8.566456219207061462e-01,8.521515932121769277e-01
9.057675993694269678e-01,8.905390161544796124e-01,8.845771890576971108e-01,8.847118741983307499e-01,8.681102602725132567e-01,8.572630837775790935e-01,9.577792075528702709e-01,9.221361188021943711e-01,9.114044027193012321e-01,8.990757821756968360e-01,9.045266920994192716e-01,8.890431584786486763e-01,8.841311329855332524e-01,8.696385056023102633e-01,8.656293760162655504e-01,8.567474870162552492e-01,8.465469933934816060e-01,8.496553290996717855e-01
9.075202901291534729e-01,8.844983483008710401e-01,8.751900169223985060e-01,8.906648427351322450e-01,8.568396552587197457e-01,8.689967844647670248e-01,9.658779297406668851e-01,9.198006746154848701e-01,9.132114506755726335e-01,9.032707569400434400e-01,9.027308352401723912e-01,8.976176795143934184e-01,8.789307612869853292e-01,8.572259309531358173e-01,8.461881057627613778e-01,8.509324364844033095e-01,8.519483886587323473e-01,8.546648521597687287e-01
