id,brand_id
47,20
52,28
53,29
65,37
76,47
77,48
78,49
79,47
80,50
81,50
82,51
83,52
84,53
85,54
87,51
88,56
117,74
118,54
119,78
120,79
121,63
122,74
128,83
129,84
130,85
131,86
132,87
133,88
134,89
135,90
136,91
137,92
138,93
139,94
140,54
141,78
142,95
143,74
144,96
145,97
146,98
147,99
148,100
150,102
151,103
152,104
153,105
154,106
155,107
156,108
157,109
158,110
159,111
