2.101823831353535899e-01,6.282622278290038720e-01,4.912359462653471780e-03
2.073731630042877916e-01,6.308007869248487554e-01,5.997137202333566175e-03
1.917996603327379590e-01,5.492239643652752079e-01,4.864200782627411609e-03
2.138729583524908162e-01,6.625340671292688777e-01,3.420376296052658228e-03
2.151868255088063286e-01,6.807228831974549976e-01,5.569109139327827959e-03
1.970369934144265700e-01,5.582356900147839029e-01,4.902904058759879370e-03
2.044820121441913163e-01,5.923083911650759426e-01,4.404764741693539300e-03
2.060733246388389006e-01,6.532008343557602625e-01,6.594545153300019648e-03
2.020135038784539872e-01,5.872862377069988371e-01,4.172121871879973590e-03
2.217599835088405746e-01,7.306257449230950662e-01,5.589893240112112777e-03
2.095758656265674647e-01,6.073267729262933345e-01,7.346135332943390037e-03
2.049358106200603602e-01,6.246347875996550725e-01,2.539802808114284115e-03
2.056504850093859860e-01,6.267482246408784263e-01,5.129752594923207495e-03
2.161207461331980939e-01,6.734771783549999835e-01,4.924511288638259467e-03
2.117406120793089153e-01,6.980330683973345884e-01,7.802991295863171209e-03
2.000755139752077028e-01,5.800800504694602067e-01,5.125592172400945078e-03
2.142183714347829782e-01,6.717331551891350117e-01,3.850642855230664973e-03
2.054592986492707607e-01,6.030720722453205562e-01,5.119683447919260583e-03
2.019641939874978753e-01,5.950062445117373366e-01,3.906256202248211545e-03
2.048637695926422142e-01,6.175362535776114381e-01,5.095371992445214132e-03
2.059437620960377358e-01,6.175619443230765393e-01,4.812135369347708171e-03
2.259402380702545121e-01,7.160364546446127409e-01,5.294869919163005915e-03
2.054524427917953644e-01,6.263746825029627985e-01,3.874165705484458773e-03
2.041903137420171266e-01,6.249973303050795348e-01,3.705177309461066618e-03
2.129887487556130221e-01,6.473087105558583687e-01,4.901761556642375561e-03
1.988128675123054800e-01,6.023180694606373731e-01,3.984745278864275896e-03
2.160220405235513674e-01,6.904268895563165920e-01,3.895879261359854427e-03
1.968549193507419248e-01,5.477256934667407151e-01,7.479321810565363673e-03
1.918428015422707911e-01,5.445561052368161903e-01,7.070222494784025521e-03
1.919744769350980318e-01,5.725424124708512474e-01,6.268572996022147605e-03
2.007963989304874519e-01,5.959811897417697235e-01,2.545482143434421411e-03
2.068424228781284291e-01,6.295439002628905323e-01,3.453746115646392362e-03
2.055646630657181617e-01,6.260816165223084262e-01,3.842470236421072997e-03
2.041284969527747128e-01,6.144670399703138219e-01,3.800056443990203550e-03
2.070670450603100954e-01,6.374754129495704413e-01,2.256545223414003869e-03
1.996832828722827080e-01,5.791387502921550023e-01,3.148092884947218707e-03
2.046120836309796576e-01,5.963162588220126681e-01,4.349334026080019927e-03
2.050997298194219276e-01,6.239673503994220827e-01,3.593702483646918789e-03
1.992349576533716526e-01,5.778424483262181166e-01,4.139386211576816937e-03
2.214636975491085791e-01,6.983567211987651291e-01,7.664307000692823814e-03
2.055396420170580718e-01,6.158890272776924579e-01,3.251147095055972013e-03
2.050058118636655657e-01,6.102773874815090593e-01,4.423000738401606201e-03
2.175139122729979335e-01,6.764482368513650146e-01,4.179758200092865451e-03
2.114301647398973416e-01,6.506344028952288916e-01,3.682717736056862444e-03
2.215048463722112115e-01,6.971189824582346706e-01,4.057597286065173746e-03
2.091049462786851443e-01,6.321104397874935943e-01,3.993784612511776765e-03
2.019021775150800224e-01,5.968487175495245101e-01,4.186822566746318044e-03
2.005575378748682414e-01,5.864760992228186254e-01,4.146557078464537319e-03
2.113129504027981831e-01,6.407728777482429861e-01,4.966184744692124162e-03
1.926068411847825235e-01,5.222259052145904468e-01,8.118170214969258613e-03
2.096738619332749465e-01,6.276733543789931868e-01,4.129444043307524577e-03
2.139919496894577000e-01,6.638731905677995870e-01,5.814592721696766955e-03
2.026785194168991278e-01,6.227122283926341817e-01,6.075040997829092224e-03
2.140323069275597567e-01,6.629806197497086773e-01,9.974929624656451999e-03
2.089721933059989212e-01,6.664465704423674364e-01,8.887786459292350630e-03
2.064098232985898118e-01,6.255422053310785158e-01,2.980083843185309458e-03
2.062400049331661878e-01,6.069810979067651324e-01,5.121178233886946804e-03
1.990945553306601445e-01,5.824583985242702822e-01,3.754949279974445150e-03
2.044563679357307429e-01,5.966283053832956984e-01,4.227287052502167256e-03
2.036766377491168178e-01,6.153090889754745385e-01,4.838219318390711739e-03
2.043394917076045147e-01,6.120793351212014954e-01,2.998028995611620728e-03
2.106697636029204734e-01,6.502263117862966402e-01,3.137145388953241180e-03
2.091957501610750836e-01,6.293337672728911425e-01,2.297306309799714355e-03
2.127988038784290881e-01,6.617259504748891352e-01,4.120987643754653318e-03
1.999370254413562475e-01,5.916167336699498236e-01,5.695867243995285205e-03
2.073886354096125539e-01,6.107702357918444180e-01,5.564529688488379505e-03
2.003037573038939922e-01,5.940227026803861499e-01,3.420583345961448335e-03
2.089039407739321230e-01,6.434216622184757428e-01,6.851852282460177065e-03
