2.234423544248962112e-01,7.672011490378249920e-01
2.238990223856057449e-01,7.745261466227242320e-01
2.219483996032935169e-01,7.571295273654715663e-01
2.191223039495693581e-01,7.305175804488419633e-01
2.256992563391372331e-01,7.891669924105416678e-01
2.306756963880562394e-01,8.352528682399056326e-01
2.209665496188772393e-01,7.597767483040435144e-01
2.247681507060542982e-01,7.750340513607562043e-01
2.270597563489469006e-01,7.988565421570819058e-01
2.238803228153685432e-01,7.640021837699435547e-01
2.262768563785891029e-01,7.895663274669503240e-01
2.280915603017932836e-01,8.059477739793251549e-01
2.272990330423313443e-01,8.012418626834565405e-01
2.196593367304222333e-01,7.379558708801225997e-01
2.225360433579888497e-01,7.689567742505833969e-01
2.225234434116120097e-01,7.449603248469736094e-01
2.206621589256406168e-01,7.296373779072725663e-01
2.217116642422383432e-01,7.445847996063668095e-01
2.264165481009959568e-01,7.762549737492043800e-01
2.222050229282717948e-01,7.720533082774687639e-01
2.262771545982335819e-01,7.782490566445360303e-01
2.293966273313006177e-01,8.142229186242595507e-01
2.197351147827287243e-01,7.351112227680338673e-01
2.233020393448995888e-01,7.483004260381557193e-01
2.211943718294893946e-01,7.360525774360350271e-01
2.210969697978459603e-01,7.317018758966034042e-01
2.201418320142136675e-01,7.325188314197615957e-01
2.234463463024710383e-01,7.674462530385134373e-01
2.243554921845356542e-01,7.696350012903063753e-01
2.225583316007275492e-01,7.870156903361475997e-01
2.260147378069694291e-01,7.776813531103803356e-01
2.260167514983362491e-01,7.747777094354864058e-01
2.176483149415316676e-01,7.129086183963656564e-01
2.220413347660961101e-01,7.727817947802354537e-01
2.279874774356703826e-01,8.021583530968382503e-01
2.273526448895307750e-01,7.957872012166266051e-01
2.208281992000738492e-01,7.588938142729615421e-01
2.203161757164749657e-01,7.364405842013109771e-01
2.195860635387589521e-01,7.351147796814955226e-01
2.212769534873679222e-01,7.508921081980273193e-01
2.282348248289677584e-01,8.084724986570471783e-01
2.184995397359839608e-01,7.297575729680547685e-01
2.256550098771619994e-01,7.812804121371466071e-01
2.269791511811357632e-01,8.105228467953299321e-01
2.233937654907732773e-01,7.671619612160757162e-01
2.265914681027996480e-01,7.841805994578200378e-01
2.229432980984916712e-01,7.721761300454743626e-01
2.213234219951356330e-01,7.516565587588703856e-01
2.316444849108460768e-01,8.327738954552000861e-01
2.222825079981484153e-01,7.584640597309264543e-01
2.221013266023326438e-01,7.635806905366153696e-01
2.247544796852623261e-01,7.752433363980285597e-01
2.255161719523702812e-01,7.799591077032498321e-01
2.220566885756146414e-01,7.451487109279137933e-01
2.237722009584823535e-01,7.633693569910023902e-01
2.291445801480004318e-01,8.084834410844989883e-01
2.191525042942761015e-01,7.468531497718460255e-01
2.248201949223839480e-01,7.682771061007440672e-01
2.302306936541644034e-01,8.279762916595194699e-01
2.290138210208777503e-01,8.008963454246444957e-01
2.289123051720117208e-01,8.045735972810523773e-01
2.272744279580529159e-01,7.812846095512464561e-01
2.234697894589513512e-01,7.652659877392387067e-01
2.218035424124470412e-01,7.575106097678760975e-01
2.231506029948239767e-01,7.821479060939442451e-01
2.240329072402754695e-01,7.735028779891790496e-01
2.256981643543137517e-01,7.819300721558517520e-01
2.226634746194742220e-01,7.577646898958353416e-01
2.248764484061187563e-01,7.616207622737085625e-01
2.269459633296819767e-01,8.110000502987314563e-01
2.273719416156838036e-01,7.979302041621322283e-01
2.223716948578331742e-01,7.627067863554793936e-01
2.226669257049549711e-01,7.523200512077033997e-01
2.231114412031746652e-01,7.613228735261020619e-01
2.317592939031980492e-01,8.334580811072022088e-01
2.226570649587136519e-01,7.526706697160361337e-01
2.231387863723534037e-01,7.623196541774991397e-01
2.245124218866728361e-01,7.812522507515761161e-01
2.226395362465125038e-01,7.662698757019317242e-01
2.280112348116780929e-01,7.991028961843744671e-01
2.309955726740428039e-01,8.240651372385704443e-01
2.260324546862205741e-01,7.880298516807245912e-01
2.232861852791855062e-01,7.473463766237895545e-01
2.193421044557948563e-01,7.374547319996100914e-01
2.302443594198124166e-01,8.188109403688426102e-01
2.299115006882518075e-01,8.178884894441900144e-01
2.251404445081252870e-01,7.999063405386838133e-01
2.210799686242245488e-01,7.461528937270384132e-01
2.211053649414257971e-01,7.365753791826109564e-01
2.261682967741813488e-01,7.840579466958799149e-01
2.197642985596415244e-01,7.322148568870643359e-01
2.176577400095992265e-01,7.287757888524706296e-01
2.270945370101175587e-01,7.989578306698192911e-01
2.280385504027877264e-01,8.097600589481647182e-01
2.252952042741845073e-01,7.800681241251103959e-01
2.193123457138547172e-01,7.336289268973960054e-01
2.196039093728741065e-01,7.342045391027587353e-01
2.228103073701175885e-01,7.595753516965555452e-01
2.233414000880617756e-01,7.675664964228748888e-01
2.227784428328259680e-01,7.623298328898047149e-01
2.220959658845623741e-01,7.630124113511916883e-01
2.198945123415488312e-01,7.429676294039738726e-01
2.266318722666855467e-01,7.829200886837096585e-01
2.267918269168274215e-01,7.959512484463489024e-01
2.206790951776891885e-01,7.353542245193581683e-01
2.241265137289951415e-01,7.728610197953689198e-01
2.223903960656809231e-01,7.668514171085804021e-01
2.281887611630898927e-01,7.796665534574509504e-01
2.262844505729425248e-01,7.759201380845324181e-01
2.152302046272988878e-01,7.110640934828538207e-01
2.284747326256409694e-01,7.942201052204184153e-01
2.278937520462069322e-01,8.073158262300387245e-01
2.228871011781943523e-01,7.760310693123515513e-01
2.185426760338801400e-01,7.353427163003477540e-01
2.227030084787222919e-01,7.566392620310515849e-01
2.256649147143228173e-01,7.880867769808735934e-01
2.286391582087248520e-01,7.977535932315326095e-01
2.225318737163619887e-01,7.448435256875955979e-01
2.270922933726076398e-01,7.989894546775676565e-01
2.227108490247740324e-01,7.692654406062688910e-01
2.299520087512919309e-01,8.221409449503684908e-01
2.222699054285663944e-01,7.245744183303990393e-01
2.240633992708504774e-01,7.608856550593352530e-01
2.218655551139569193e-01,7.348590599397747392e-01
2.264734506809561176e-01,7.879187070055739817e-01
2.230966402443426977e-01,7.514262495464834046e-01
2.236449434338840248e-01,7.799862915243536143e-01
2.244290825974514236e-01,7.858310415949411043e-01
2.277370354392157237e-01,8.206765630882327800e-01
2.287120817320096589e-01,8.143676833263581161e-01
2.271966695124892077e-01,7.961257153555569843e-01
2.233713333035506066e-01,7.593331789427457679e-01
2.265778693513832986e-01,7.966237141065700689e-01
2.235920621020377752e-01,7.919248695687732820e-01
2.275471351871007908e-01,7.879509636779353787e-01
2.276409080891823866e-01,8.078014025301911705e-01
2.236957008486643028e-01,7.800238615555807886e-01
2.178152199427643987e-01,7.209437997809214904e-01
2.232759598113722987e-01,7.762443777525219746e-01
2.210004020279445203e-01,7.435964105219482478e-01
2.231402102940856225e-01,7.510495461615213086e-01
2.152809151712737346e-01,7.166369966967460758e-01
2.222657474514270204e-01,7.507797414471406583e-01
2.238655660639472522e-01,7.898495998880817881e-01
2.242399784699614373e-01,7.760153486290630731e-01
2.255648443128530911e-01,7.699019753159132007e-01
2.255509137330876657e-01,7.760881557798648966e-01
2.214263195689720742e-01,7.315482276416116481e-01
2.167088396483368151e-01,7.123066408281348849e-01
2.207532103460168871e-01,7.297628429017060103e-01
2.215492314350617220e-01,7.545434371564498921e-01
2.267267593324802655e-01,7.976073513744688093e-01
2.306573919872574874e-01,8.196030999588282961e-01
2.303770086244716353e-01,8.277336148852573183e-01
2.236328332571981270e-01,7.684382592935457001e-01
2.216746386118461920e-01,7.630449442268089078e-01
2.208531174923902551e-01,7.632686610151225848e-01
2.271989194512929744e-01,7.891246437057565233e-01
2.269741936726626386e-01,7.827309779921720612e-01
2.186330044609286760e-01,7.230112299816836563e-01
2.267732926816325711e-01,7.787188900472028497e-01
2.288447288295265558e-01,8.006695429499249839e-01
2.292212078769578776e-01,8.232373952960682084e-01
2.225116647800586822e-01,7.640653527269977152e-01
2.220260777848912237e-01,7.622726351521114108e-01
2.200909670959772246e-01,7.387195310512010282e-01
2.297241728770499924e-01,8.088713358269224996e-01
2.294913568573843377e-01,8.218179606751943034e-01
2.269867653874940439e-01,7.983669720849597695e-01
2.213224423090522086e-01,7.524686291259647941e-01
2.291636834483543050e-01,8.120902905307548769e-01
2.226587170989117181e-01,7.485183682047076292e-01
2.241237189221152171e-01,7.734828727926442715e-01
2.231011201656957765e-01,7.754101640841684073e-01
2.274826456852554468e-01,8.105834331550018090e-01
2.218154021703950540e-01,7.506939797355933752e-01
2.253315985440242919e-01,7.832418810521001307e-01
2.283244598542069626e-01,8.147522897877574888e-01
2.234622463903178646e-01,7.819232157510458414e-01
2.285205714036638303e-01,8.097450213542624065e-01
2.260669301330457681e-01,7.914684410129819714e-01
2.270199792367819935e-01,7.882571681524358498e-01
2.301843127697028590e-01,8.194410470799755597e-01
2.275329215553075768e-01,7.969852878838588062e-01
2.249200556520931094e-01,7.828476028728622582e-01
2.245082348876864253e-01,7.719534668374425923e-01
2.217998308823301845e-01,7.495934666482870767e-01
2.242265411697445532e-01,7.698479785632783567e-01
2.240578111714257303e-01,7.857139668177536285e-01
2.216716404416265440e-01,7.440906512976184217e-01
2.223501500097852246e-01,7.368019720112198856e-01
2.212403378304123591e-01,7.477918265241547680e-01
2.255482376426014290e-01,7.741040714319756821e-01
2.233893268327675485e-01,7.737205065212974242e-01
2.225543095303167962e-01,7.483585150398143204e-01
2.205856883690627546e-01,7.387719784855417693e-01
2.227549694151568227e-01,7.373489570589233377e-01
2.186802024229244079e-01,7.099868990070745678e-01
2.220720527135430777e-01,7.548795745369031307e-01
2.251167669722455023e-01,7.788599756112023487e-01
2.179907062620591307e-01,7.255910104830605167e-01
2.249494160126192521e-01,7.884571429553112187e-01
2.318653172411732910e-01,8.293972823809276917e-01
2.204142274682913683e-01,7.389135159090597371e-01
2.222059128932017125e-01,7.546193162505862029e-01
2.242408737573061417e-01,7.805614697909470934e-01
2.276899518132565192e-01,8.134311818134306593e-01
2.295644404186642229e-01,8.170723681484621803e-01
2.264445869727576277e-01,7.903706328024882044e-01
2.272271423922771483e-01,7.933961694595323966e-01
2.199007129871794752e-01,7.270069200763371597e-01
2.257252413265895263e-01,7.847371816944117562e-01
2.292727958022783286e-01,8.217344712307320664e-01
2.207022443503315612e-01,7.402211822865787383e-01
2.259751089547350211e-01,8.009162704157489765e-01
2.156577539270452260e-01,7.126610911438955309e-01
2.192287741712049542e-01,7.598273372107066104e-01
2.245296618884267403e-01,8.046376434911215458e-01
2.304103914370383976e-01,8.221752436533336095e-01
2.227394192298782494e-01,7.649734795684614008e-01
2.267908496457811118e-01,8.017870290599912186e-01
2.297011132815122425e-01,8.133484165172975011e-01
2.222335877050247155e-01,7.560224418015142334e-01
2.231823974324114723e-01,7.703144222740248015e-01
2.253809984344452844e-01,8.026875144033434051e-01
2.266161244018820853e-01,7.866617591666463793e-01
2.262078769411181023e-01,7.764380540287102450e-01
2.249858829896642931e-01,7.917999593791513746e-01
2.225892812700812073e-01,7.671207726131581417e-01
2.225652979918167074e-01,7.616356363749299252e-01
2.290169278630095340e-01,8.146652220874919248e-01
2.304472773397187868e-01,8.168584566688184001e-01
2.231793622061670201e-01,7.667352167310573785e-01
2.218444089526334928e-01,7.412253216667620270e-01
2.245676861082897269e-01,7.726927476400771155e-01
2.235802543546923649e-01,7.703556191925253760e-01
2.206736917901258310e-01,7.422578608576173576e-01
2.206945023428106278e-01,7.467770982261139334e-01
2.231485646299520564e-01,7.782610494080057784e-01
2.235778204647528022e-01,7.778522163453245319e-01
2.226506440060204706e-01,7.560367872626481134e-01
2.229735563438926538e-01,7.794587527993335208e-01
2.302366462863745522e-01,7.991463147942792222e-01
2.277715163908176355e-01,8.114696949364719192e-01
2.263362476700633841e-01,7.793506543664380226e-01
2.283815006380153778e-01,7.978707331087114829e-01
2.245434336639413886e-01,7.676603900195828611e-01
2.258863222134854243e-01,7.735651788089340508e-01
2.221867338230265332e-01,7.576838099835200291e-01
2.234069286867979842e-01,7.536795933344027087e-01
2.149706395502726242e-01,7.225279538954924030e-01
2.186036341372511738e-01,7.302542049310595251e-01
2.253899010190794638e-01,7.814514816521967999e-01
2.227818592532936626e-01,7.499120293945296112e-01
2.304962556894319670e-01,8.389929201630743627e-01
2.254507226195812397e-01,7.982168580496241672e-01
2.255713678448542092e-01,7.964170895426627705e-01
2.292384951985873554e-01,8.316551470896182963e-01
2.221390861489632718e-01,7.385519424148840884e-01
2.304534998077368280e-01,8.138536156456004367e-01
2.225142803842252992e-01,7.566137319246262205e-01
2.265401023547249648e-01,7.946955612549110315e-01
2.232164444827973715e-01,7.755757135277934200e-01
2.305343503263595495e-01,8.249207945215173421e-01
2.249474383153650670e-01,7.921741946092127895e-01
2.215425638923341212e-01,7.578052445605847343e-01
2.234256534112270542e-01,7.738151596354255757e-01
2.220925317580475233e-01,7.427800507507313910e-01
