time,pres_1,temp_1,pres_2,temp_2
-30.0,88.657,20.44,28.721,20.44
-29.9,88.657,20.44,28.721,20.44
-29.8,88.657,20.44,28.721,20.44
-29.7,88.681,20.44,28.721,20.44
-29.6,88.657,20.44,28.745,20.44
-29.5,88.681,20.44,28.721,20.44
-29.4,88.657,20.44,28.721,20.44
-29.3,88.681,20.44,28.745,20.44
-29.2,88.657,20.44,28.721,20.44
-29.1,88.681,20.44,28.721,20.44
-29.0,88.681,20.44,28.745,20.44
-28.9,88.657,20.44,28.721,20.44
-28.8,88.657,20.44,28.745,20.44
-28.7,88.681,20.44,28.721,20.44
-28.6,88.681,20.44,28.745,20.44
-28.5,88.633,20.44,28.745,20.44
-28.4,88.657,20.44,28.745,20.44
-28.3,88.681,20.44,28.721,20.44
-28.2,88.657,20.44,28.721,20.44
-28.1,88.657,20.44,28.745,20.44
-28.0,88.681,20.44,28.721,20.44
-27.9,88.657,20.44,28.721,20.44
-27.8,88.657,20.44,28.721,20.44
-27.7,88.704,20.44,28.721,20.44
-27.6,88.657,20.44,28.745,20.44
-27.5,88.681,20.44,28.721,20.44
-27.4,88.657,20.44,28.745,20.44
-27.3,88.657,20.44,28.721,20.44
-27.2,88.657,20.44,28.745,20.44
-27.1,88.657,20.44,28.721,20.44
-27.0,88.681,20.44,28.761,20.44
-26.9,88.657,20.44,28.721,20.44
-26.8,88.657,20.44,28.721,20.44
-26.7,88.681,20.44,28.745,20.44
-26.6,88.657,20.44,28.745,20.44
-26.5,88.657,20.44,28.721,20.44
-26.4,88.657,20.44,28.721,20.44
-26.3,88.657,20.44,28.745,20.44
-26.2,88.681,20.44,28.721,20.44
-26.1,88.657,20.44,28.721,20.44
-26.0,88.657,20.44,28.745,20.44
-25.9,88.657,20.44,28.721,20.44
-25.8,88.657,20.44,28.721,20.44
-25.7,88.681,20.44,28.721,20.44
-25.6,88.704,20.44,28.745,20.44
-25.5,88.657,20.44,28.721,20.44
-25.4,88.657,20.44,28.721,20.44
-25.3,88.681,20.44,28.745,20.44
-25.2,88.657,20.44,28.745,20.44
-25.1,88.657,20.44,28.745,20.44
-25.0,88.657,20.44,28.745,20.44
-24.9,88.657,20.44,28.745,20.44
-24.8,88.657,20.44,28.745,20.44
-24.7,88.657,20.44,28.745,20.44
-24.6,88.657,20.44,28.745,20.44
-24.5,88.657,20.44,28.745,20.44
-24.4,88.657,20.44,28.721,20.44
-24.3,88.681,20.44,28.721,20.44
-24.2,88.657,20.44,28.745,20.44
-24.1,88.681,20.44,28.721,20.44
-24.0,88.657,20.44,28.721,20.44
-23.9,88.681,20.44,28.745,20.44
-23.8,88.657,20.44,28.745,20.44
-23.7,88.657,20.44,28.745,20.44
-23.6,88.657,20.44,28.721,20.44
-23.5,88.657,20.44,28.721,20.44
-23.4,88.657,20.44,28.745,20.44
-23.3,88.681,20.44,28.721,20.44
-23.2,88.681,20.44,28.761,20.44
-23.1,88.657,20.44,28.721,20.44
-23.0,88.681,20.44,28.761,20.44
-22.9,88.657,20.44,28.721,20.44
-22.8,88.681,20.44,28.721,20.44
-22.7,88.657,20.44,28.721,20.44
-22.6,88.657,20.44,28.745,20.44
-22.5,88.657,20.44,28.745,20.44
-22.4,88.657,20.44,28.745,20.44
-22.3,88.681,20.44,28.745,20.44
-22.2,88.657,20.44,28.721,20.44
-22.1,88.657,20.44,28.721,20.44
-22.0,88.657,20.44,28.745,20.44
-21.9,88.681,20.44,28.721,20.44
-21.8,88.657,20.44,28.745,20.44
-21.7,88.681,20.44,28.745,20.44
-21.6,88.681,20.44,28.745,20.44
-21.5,88.633,20.44,28.745,20.44
-21.4,88.657,20.44,28.745,20.44
-21.3,88.681,20.44,28.745,20.44
-21.2,88.657,20.44,28.761,20.44
-21.1,88.657,20.44,28.721,20.44
-21.0,88.657,20.44,28.745,20.44
-20.9,88.657,20.44,28.721,20.44
-20.8,88.657,20.44,28.761,20.44
-20.7,88.657,20.44,28.745,20.44
-20.6,88.657,20.44,28.745,20.44
-20.5,88.704,20.44,28.761,20.44
-20.4,88.704,20.44,28.761,20.44
-20.3,88.657,20.44,28.745,20.44
-20.2,88.657,20.44,28.721,20.44
-20.1,88.657,20.44,28.745,20.44
-20.0,88.657,20.44,28.721,20.44
-19.9,88.681,20.44,28.745,20.44
-19.8,88.657,20.44,28.721,20.44
-19.7,88.657,20.44,28.745,20.44
-19.6,88.681,20.44,28.721,20.44
-19.5,88.657,20.44,28.761,20.44
-19.4,88.657,20.44,28.761,20.44
-19.3,88.657,20.44,28.761,20.44
-19.2,88.681,20.44,28.761,20.44
-19.1,88.681,20.44,28.761,20.44
-19.0,88.657,20.44,28.761,20.44
-18.9,88.657,20.44,28.745,20.44
-18.8,88.657,20.44,28.745,20.44
-18.7,88.657,20.44,28.721,20.44
-18.6,88.657,20.44,28.721,20.44
-18.5,88.681,20.44,28.761,20.44
-18.4,88.657,20.44,28.745,20.44
-18.3,88.681,20.44,28.761,20.44
-18.2,88.681,20.44,28.761,20.44
-18.1,88.657,20.44,28.761,20.44
-18.0,88.681,20.44,28.761,20.44
-17.9,88.681,20.44,28.761,20.44
-17.8,88.657,20.44,28.745,20.44
-17.7,88.657,20.44,28.761,20.44
-17.6,88.657,20.44,28.761,20.44
-17.5,88.681,20.44,28.761,20.44
-17.4,88.633,20.44,28.721,20.44
-17.3,88.657,20.44,28.745,20.44
-17.2,88.657,20.44,28.761,20.44
-17.1,88.657,20.44,28.745,20.44
-17.0,88.657,20.44,28.761,20.44
-16.9,88.657,20.44,28.761,20.44
-16.8,88.681,20.44,28.761,20.44
-16.7,88.657,20.44,28.761,20.44
-16.6,88.681,20.44,28.761,20.44
-16.5,88.657,20.44,28.761,20.44
-16.4,88.657,20.44,28.761,20.44
-16.3,88.657,20.44,28.761,20.44
-16.2,88.657,20.44,28.745,20.44
-16.1,88.657,20.44,28.761,20.44
-16.0,88.657,20.44,28.761,20.44
-15.9,88.657,20.44,28.761,20.44
-15.8,88.681,20.44,28.761,20.44
-15.7,88.657,20.44,28.745,20.44
-15.6,88.704,20.44,28.745,20.44
-15.5,88.657,20.44,28.784,20.44
-15.4,88.657,20.44,28.745,20.44
-15.3,88.633,20.44,28.761,20.44
-15.2,88.657,20.44,28.761,20.44
-15.1,88.657,20.44,28.761,20.44
-15.0,88.657,20.44,28.761,20.44
-14.9,88.657,20.44,28.761,20.44
-14.8,88.657,20.44,28.745,20.44
-14.7,88.657,20.44,28.761,20.44
-14.6,88.657,20.44,28.761,20.44
-14.5,88.657,20.44,28.761,20.44
-14.4,88.657,20.44,28.761,20.44
-14.3,88.657,20.44,28.761,20.44
-14.2,88.657,20.44,28.761,20.44
-14.1,88.657,20.44,28.745,20.44
-14.0,88.681,20.44,28.784,20.44
-13.9,88.657,20.44,28.761,20.44
-13.8,88.681,20.44,28.761,20.44
-13.7,88.657,20.44,28.784,20.44
-13.6,88.681,20.44,28.761,20.44
-13.5,88.657,20.44,28.761,20.44
-13.4,88.657,20.44,28.761,20.44
-13.3,88.657,20.44,28.761,20.44
-13.2,88.657,20.44,28.761,20.44
-13.1,88.681,20.44,28.761,20.44
-13.0,88.681,20.44,28.761,20.44
-12.9,88.657,20.44,28.761,20.44
-12.8,88.657,20.44,28.761,20.44
-12.7,88.681,20.44,28.761,20.44
-12.6,88.657,20.44,28.745,20.44
-12.5,88.657,20.44,28.761,20.44
-12.4,88.657,20.44,28.745,20.44
-12.3,88.657,20.44,28.745,20.44
-12.2,88.657,20.44,28.761,20.44
-12.1,88.681,20.44,28.761,20.44
-12.0,88.657,20.44,28.784,20.44
-11.9,88.657,20.44,28.761,20.44
-11.8,88.657,20.44,28.761,20.44
-11.7,88.657,20.44,28.761,20.44
-11.6,88.657,20.44,28.761,20.44
-11.5,88.657,20.44,28.761,20.44
