time,pres_1,temp_1,pres_2,temp_2
-30.0,89.572,23.86,89.730,23.86
-29.9,89.588,23.86,89.754,23.86
-29.8,89.572,23.86,89.754,23.86
-29.7,89.612,23.86,89.754,23.86
-29.6,89.588,23.86,89.754,23.86
-29.5,89.588,23.86,89.730,23.86
-29.4,89.588,23.86,89.754,23.86
-29.3,89.572,23.86,89.754,23.86
-29.2,89.612,23.86,89.754,23.86
-29.1,89.588,23.86,89.730,23.86
-29.0,89.588,23.86,89.754,23.86
-28.9,89.588,23.86,89.754,23.86
-28.8,89.635,23.86,89.777,23.86
-28.7,89.588,23.86,89.754,23.86
-28.6,89.588,23.86,89.754,23.86
-28.5,89.588,23.86,89.754,23.86
-28.4,89.588,23.86,89.754,23.86
-28.3,89.588,23.86,89.777,23.86
-28.2,89.588,23.86,89.777,23.86
-28.1,89.588,23.86,89.754,23.86
-28.0,89.588,23.86,89.754,23.86
-27.9,89.588,23.86,89.754,23.86
-27.8,89.572,23.86,89.754,23.86
-27.7,89.572,23.86,89.754,23.86
-27.6,89.588,23.86,89.730,23.86
-27.5,89.588,23.86,89.754,23.86
-27.4,89.572,23.86,89.754,23.86
-27.3,89.588,23.86,89.730,23.86
-27.2,89.572,23.86,89.730,23.86
-27.1,89.572,23.86,89.754,23.86
-27.0,89.588,23.86,89.754,23.86
-26.9,89.588,23.86,89.730,23.86
-26.8,89.572,23.86,89.754,23.86
-26.7,89.588,23.86,89.754,23.86
-26.6,89.572,23.86,89.754,23.86
-26.5,89.572,23.86,89.754,23.86
-26.4,89.588,23.86,89.754,23.86
-26.3,89.588,23.86,89.730,23.86
-26.2,89.588,23.86,89.754,23.86
-26.1,89.572,23.86,89.730,23.86
-26.0,89.588,23.86,89.754,23.86
-25.9,89.588,23.86,89.754,23.86
-25.8,89.588,23.86,89.777,23.86
-25.7,89.572,23.86,89.730,23.86
-25.6,89.572,23.86,89.754,23.86
-25.5,89.572,23.86,89.754,23.86
-25.4,89.572,23.86,89.777,23.86
-25.3,89.588,23.86,89.754,23.86
-25.2,89.572,23.86,89.754,23.86
-25.1,89.588,23.86,89.754,23.86
-25.0,89.549,23.86,89.754,23.86
-24.9,89.572,23.86,89.754,23.86
-24.8,89.572,23.86,89.754,23.86
-24.7,89.572,23.86,89.730,23.86
-24.6,89.572,23.86,89.730,23.86
-24.5,89.572,23.86,89.754,23.86
-24.4,89.588,23.86,89.754,23.86
-24.3,89.588,23.86,89.730,23.86
-24.2,89.588,23.86,89.754,23.86
-24.1,89.549,23.86,89.754,23.86
-24.0,89.572,23.86,89.754,23.86
-23.9,89.572,23.86,89.754,23.86
-23.8,89.572,23.86,89.754,23.86
-23.7,89.572,23.86,89.754,23.86
-23.6,89.572,23.86,89.754,23.86
-23.5,89.572,23.86,89.730,23.86
-23.4,89.572,23.86,89.754,23.86
-23.3,89.572,23.86,89.754,23.86
-23.2,89.572,23.86,89.754,23.86
-23.1,89.572,23.86,89.730,23.86
-23.0,89.588,23.86,89.754,23.86
-22.9,89.572,23.86,89.754,23.86
-22.8,89.588,23.86,89.754,23.86
-22.7,89.572,23.86,89.777,23.86
-22.6,89.572,23.86,89.754,23.86
-22.5,89.572,23.86,89.730,23.86
-22.4,89.572,23.86,89.777,23.86
-22.3,89.572,23.86,89.754,23.86
-22.2,89.572,23.86,89.730,23.86
-22.1,89.549,23.86,89.777,23.86
-22.0,89.572,23.86,89.754,23.86
-21.9,89.572,23.86,89.754,23.86
-21.8,89.572,23.86,89.730,23.86
-21.7,89.549,23.86,89.754,23.86
-21.6,89.572,23.86,89.754,23.86
-21.5,89.572,23.86,89.754,23.86
-21.4,89.549,23.86,89.754,23.86
-21.3,89.572,23.86,89.754,23.86
-21.2,89.549,23.86,89.754,23.86
-21.1,89.572,23.86,89.754,23.86
-21.0,89.572,23.86,89.730,23.86
-20.9,89.572,23.86,89.730,23.86
-20.8,89.572,23.86,89.754,23.86
-20.7,89.572,23.86,89.754,23.86
-20.6,89.549,23.86,89.754,23.86
-20.5,89.572,23.86,89.754,23.86
