time,pres_1,temp_1,pres_2,temp_2
-30.0,88.018,21.13,8.466,21.13
-29.9,88.018,21.03,8.466,21.03
-29.8,88.018,21.03,8.451,21.03
-29.7,88.018,21.03,8.490,21.03
-29.6,88.018,21.13,8.466,21.13
-29.5,88.018,21.03,8.451,21.03
-29.4,87.994,21.03,8.466,21.03
-29.3,87.994,21.03,8.451,21.03
-29.2,87.994,21.03,8.466,21.03
-29.1,88.018,21.03,8.466,21.03
-29.0,88.018,21.03,8.451,21.03
-28.9,87.994,21.03,8.466,21.03
-28.8,87.994,21.03,8.466,21.03
-28.7,88.018,21.03,8.466,21.03
-28.6,87.994,21.03,8.466,21.03
-28.5,88.018,21.03,8.451,21.03
-28.4,88.018,21.03,8.490,21.03
-28.3,88.018,21.03,8.466,21.03
-28.2,88.018,21.03,8.466,21.03
-28.1,88.018,21.03,8.427,21.03
-28.0,88.018,21.03,8.466,21.03
-27.9,88.018,21.03,8.466,21.03
-27.8,88.018,21.03,8.466,21.03
-27.7,87.994,21.03,8.451,21.03
-27.6,88.018,21.03,8.490,21.03
-27.5,87.994,21.03,8.466,21.03
-27.4,88.018,21.03,8.466,21.03
-27.3,87.994,21.03,8.490,21.03
-27.2,88.018,21.03,8.466,21.03
-27.1,87.994,21.03,8.466,21.03
-27.0,88.018,21.03,8.490,21.03
-26.9,88.018,21.03,8.466,21.03
-26.8,88.018,21.03,8.451,21.03
-26.7,88.018,21.03,8.451,21.03
-26.6,88.042,21.03,8.490,21.03
-26.5,88.018,21.03,8.466,21.03
-26.4,87.994,21.03,8.490,21.03
-26.3,88.018,21.03,8.490,21.03
-26.2,88.018,21.03,8.490,21.03
-26.1,87.994,21.03,8.514,21.03
-26.0,87.994,21.03,8.466,21.03
-25.9,88.018,21.03,8.451,21.03
-25.8,87.994,21.03,8.490,21.03
-25.7,88.042,21.03,8.490,21.03
-25.6,88.018,21.03,8.451,21.03
-25.5,88.018,21.03,8.466,21.03
-25.4,88.018,21.03,8.466,21.03
-25.3,88.018,21.03,8.490,21.03
-25.2,88.018,21.03,8.427,21.03
-25.1,87.994,21.03,8.490,21.03
-25.0,88.018,21.03,8.466,21.03
-24.9,88.018,21.03,8.466,21.03
-24.8,88.018,21.03,8.490,21.03
-24.7,88.018,21.03,8.466,21.03
-24.6,88.018,21.03,8.466,21.03
-24.5,88.018,21.03,8.466,21.03
-24.4,88.042,21.03,8.490,21.03
-24.3,88.018,21.03,8.490,21.03
-24.2,88.018,21.03,8.490,21.03
-24.1,88.018,21.03,8.451,21.03
-24.0,88.018,21.03,8.466,21.03
-23.9,88.018,21.03,8.466,21.03
-23.8,88.018,21.03,8.490,21.03
-23.7,88.018,21.03,8.466,21.03
-23.6,88.042,21.03,8.466,21.03
-23.5,88.018,21.03,8.490,21.03
-23.4,87.994,21.03,8.466,21.03
-23.3,87.994,21.03,8.466,21.03
-23.2,88.018,21.03,8.466,21.03
-23.1,88.042,21.03,8.451,21.03
-23.0,88.042,21.03,8.490,21.03
-22.9,88.018,21.03,8.466,21.03
-22.8,88.042,21.03,8.466,21.03
-22.7,88.018,21.03,8.466,21.03
-22.6,88.018,21.03,8.466,21.03
-22.5,87.994,21.03,8.490,21.03
-22.4,88.018,21.03,8.451,21.03
-22.3,88.018,21.03,8.451,21.03
-22.2,88.018,21.03,8.451,21.03
-22.1,88.018,21.03,8.490,21.03
-22.0,88.018,21.03,8.490,21.03
-21.9,87.994,21.03,8.466,21.03
-21.8,88.018,21.03,8.490,21.03
-21.7,88.018,21.03,8.466,21.03
-21.6,88.018,21.03,8.451,21.03
-21.5,88.018,21.03,8.490,21.03
-21.4,88.018,21.03,8.451,21.03
-21.3,88.042,21.03,8.490,21.03
-21.2,87.994,21.03,8.451,21.03
-21.1,88.018,21.03,8.466,21.03
-21.0,88.042,21.03,8.466,21.03
-20.9,87.994,21.03,8.466,21.03
-20.8,88.018,21.03,8.427,21.03
-20.7,88.018,21.03,8.466,21.03
-20.6,88.042,21.03,8.466,21.03
-20.5,88.018,21.03,8.490,21.03
-20.4,87.994,21.03,8.466,21.03
-20.3,88.018,21.03,8.466,21.03
-20.2,88.018,21.03,8.466,21.03
-20.1,88.042,21.03,8.490,21.03
-20.0,88.018,21.03,8.466,21.03
-19.9,88.018,21.03,8.490,21.03
-19.8,88.018,21.03,8.490,21.03
-19.7,88.018,21.03,8.490,21.03
-19.6,87.994,21.03,8.466,21.03
-19.5,87.994,21.03,8.466,21.03
-19.4,88.018,21.03,8.490,21.03
-19.3,88.042,21.03,8.490,21.03
-19.2,88.018,21.03,8.490,21.03
-19.1,88.018,21.03,8.490,21.03
-19.0,88.018,21.03,8.466,21.03
-18.9,87.994,21.03,8.466,21.03
-18.8,87.994,21.03,8.451,21.03
-18.7,88.018,21.03,8.490,21.03
